ECD,Area,Mean,StdDev,Mode,Min,Max,Perim.,Width,Height,Major,Minor,Circ.,Feret,IntDen,Class
0.794125649067782,0.4953,0.1665,0.1561,0.016,0.012,0.648,8.4465,1.8621,1.6505,0.9268,0.6804,0.0872,2.0241,0.0825,Gymnoplea
0.44352622206762776,0.1545,0.1929,0.1668,0.02,0.012,0.588,3.0343,0.7089,0.7829,0.5965,0.3297,0.2108,0.7875,0.0298,Cyclopoida
0.47216971978635713,0.1751,0.1713,0.1319,0.016,0.012,0.444,2.4226,0.7194,0.7512,0.8342,0.2672,0.3749,0.932,0.03,Cyclopoida
1.9317376782860076,2.9308,0.208,0.1888,0.02,0.012,0.956,28.4021,7.9244,4.7293,2.8647,1.3026,0.0457,9.1639,0.6096,Gymnoplea
0.9095883993152666,0.6498,0.2462,0.1779,0.02,0.012,0.72,5.2963,1.0157,1.4812,1.4085,0.5874,0.2911,1.7318,0.16,Poecilostomatoida
0.9623030296563987,0.7273,0.322,0.2639,0.02,0.012,0.812,7.2279,1.7457,1.058,1.3638,0.6789,0.1749,1.7941,0.2342,Gymnoplea
0.800751793459514,0.5036,0.2563,0.1613,0.02,0.012,0.608,5.0875,1.0897,1.4177,1.2236,0.524,0.2445,1.4334,0.1291,Gymnoplea
0.2651090773047596,0.0552,0.2104,0.1971,0.02,0.012,0.712,0.9618,0.2857,0.2645,0.27,0.2603,0.7496,0.3322,0.0116,other
0.4992998125967452,0.1958,0.2026,0.1404,0.016,0.012,0.516,2.3597,0.7512,0.5925,0.7538,0.3307,0.4418,0.8909,0.0397,Poecilostomatoida
0.33530143423509967,0.0883,0.2441,0.214,0.016,0.012,0.796,1.1301,0.3597,0.3386,0.3432,0.3276,0.8691,0.3781,0.0216,other
0.293161507141752,0.0675,0.2259,0.1889,0.02,0.016,0.7,0.9556,0.2857,0.3068,0.3051,0.2816,0.9288,0.3156,0.0153,other
1.1393836227592409,1.0196,0.1785,0.1331,0.02,0.012,0.724,9.1035,1.0051,3.9569,3.2729,0.3967,0.1546,3.9784,0.1821,other
0.5174575115483441,0.2103,0.1685,0.1469,0.016,0.012,0.528,2.3856,0.402,0.7723,0.7154,0.3743,0.4644,0.7759,0.0354,Gymnoplea
0.3633661249883324,0.1037,0.1418,0.173,0.032,0.016,0.816,1.191,0.328,0.3809,0.3873,0.3408,0.9183,0.3926,0.0147,other
0.45402365829615404,0.1619,0.1742,0.1372,0.016,0.012,0.444,2.2999,0.8147,0.4761,0.7857,0.2623,0.3845,0.8533,0.0282,Cyclopoida
0.9221695570385173,0.6679,0.0848,0.0716,0.064,0.012,0.436,8.6719,0.7089,3.9887,3.7996,0.2238,0.1116,4.0222,0.0566,other
1.242344950538281,1.2122,0.174,0.1168,0.02,0.012,0.556,9.8579,2.5709,3.703,4.262,0.3621,0.1567,4.364,0.2109,other
0.7426758180924382,0.4332,0.2246,0.1909,0.02,0.012,0.624,7.3365,1.4812,1.8092,0.9766,0.5648,0.1011,1.8112,0.0973,Gymnoplea
0.8059818954070123,0.5102,0.2193,0.2017,0.016,0.012,0.716,5.1057,1.1003,1.1955,1.1212,0.5794,0.2459,1.3536,0.1119,Gymnoplea
0.7482268558532573,0.4397,0.2462,0.2346,0.02,0.012,0.732,7.883,1.3754,2.0631,0.8761,0.639,0.0889,2.0653,0.1083,Gymnoplea
0.37047971998808593,0.10780000000000001,0.1469,0.1145,0.02,0.012,0.436,1.7446,0.6242,0.3491,0.5684,0.2414,0.4451,0.6591,0.0158,Cyclopoida
0.5004460195159979,0.1967,0.1694,0.1446,0.016,0.012,0.488,3.1341,0.8041,0.857,0.7242,0.3458,0.2516,0.9275,0.0333,Cyclopoida
0.22397686948112613,0.0394,0.1528,0.1216,0.016,0.016,0.524,0.7214,0.2116,0.2328,0.2337,0.2147,0.9515,0.2417,0.006,other
0.826725460847696,0.5368,0.159,0.1518,0.016,0.012,0.656,8.6294,2.2324,1.4177,0.8749,0.7812,0.0906,2.2721,0.0854,Gymnoplea
0.920649534258394,0.6657,0.2808,0.2443,0.02,0.012,0.82,7.9651,1.4389,0.8781,1.1673,0.7261,0.1319,1.4609,0.1869,Gymnoplea
0.4565405934559885,0.1637,0.1752,0.1497,0.016,0.012,0.512,2.5728,0.5184,0.7194,0.68,0.3064,0.3107,0.8149,0.0287,Cyclopoida
1.0750439687548166,0.9077,0.2907,0.2122,0.016,0.012,0.756,5.3494,1.3437,1.4071,1.6616,0.6955,0.3986,1.8419,0.2639,Gymnoplea
0.5267246878567512,0.2179,0.1171,0.1279,0.016,0.012,0.42,5.3686,1.259,1.5129,0.6061,0.4579,0.095,1.523,0.0255,Cyclopoida
0.6008023060312091,0.2835,0.2506,0.1972,0.02,0.012,0.736,2.6446,0.4973,0.9099,0.8697,0.4151,0.5094,0.9187,0.071,Gymnoplea
0.6520235302403363,0.3339,0.2334,0.1857,0.02,0.012,0.764,2.675,0.8464,0.7089,0.9723,0.4372,0.5864,1.0122,0.0779,Gymnoplea
0.7562666219628069,0.4492,0.1528,0.1351,0.024,0.008,0.468,7.6714,2.3488,1.259,0.7801,0.7332,0.0959,2.3674,0.0686,Gymnoplea
0.48283554202337703,0.1831,0.2418,0.2344,0.016,0.012,0.844,2.8962,0.8252,0.8358,0.8061,0.2893,0.2743,1.0284,0.0443,Cyclopoida
0.23262132458406393,0.0425,0.1098,0.1054,0.032,0.016,0.468,0.7637,0.2222,0.2433,0.2501,0.2165,0.9165,0.2613,0.0047,other
0.20652729782919244,0.0335,0.1063,0.0853,0.02,0.016,0.396,0.6765,0.201,0.2116,0.2151,0.1981,0.919,0.2279,0.0036,other
0.4833626552174903,0.1835,0.1286,0.1334,0.016,0.012,0.528,2.924,0.8676,0.6665,0.5782,0.404,0.2696,0.8956,0.0236,Gymnoplea
0.7050338419286039,0.3904,0.1784,0.1533,0.016,0.012,0.584,6.9772,1.8727,1.4495,0.7591,0.6549,0.1008,1.9271,0.0697,Gymnoplea
0.26558891313141825,0.0554,0.1212,0.1542,0.016,0.012,0.62,1.0206,0.2645,0.3386,0.3058,0.2307,0.6684,0.3503,0.0067,other
0.7539059177177061,0.4464,0.1869,0.1717,0.02,0.012,0.6,7.4958,1.6399,1.7563,0.9241,0.615,0.0998,1.8941,0.0834,Gymnoplea
0.6763689587964131,0.3593,0.2158,0.2078,0.016,0.008,0.9,5.5489,1.1003,1.185,0.84,0.5446,0.1466,1.4682,0.0775,Gymnoplea
0.8536991949196199,0.5724,0.2954,0.2561,0.016,0.012,0.908,8.2904,2.4122,1.46,0.8952,0.8142,0.1047,2.5564,0.1691,Gymnoplea
0.42550518593941966,0.1422,0.1394,0.1214,0.024,0.012,0.42,2.3535,0.8041,0.328,0.6968,0.2597,0.3225,0.8158,0.0198,Cyclopoida
0.21557653718072714,0.0365,0.1749,0.1521,0.02,0.016,0.612,0.6977,0.201,0.2222,0.2261,0.2055,0.9421,0.2378,0.0064,other
0.631791577400707,0.3135,0.1883,0.1328,0.016,0.012,0.548,3.5187,1.2908,0.7194,1.1459,0.3484,0.3182,1.3589,0.0591,Poecilostomatoida
0.6406968309759433,0.3224,0.2864,0.2481,0.016,0.012,0.736,3.66,0.6877,0.8887,0.9417,0.4359,0.3024,1.0273,0.0923,Gymnoplea
2.605065598682386,5.33,0.1719,0.1163,0.076,0.012,0.916,23.0287,7.9456,5.4064,6.1524,1.103,0.1263,9.5251,0.9164,other
0.5263619713983633,0.2176,0.3225,0.2619,0.02,0.012,0.836,2.385,0.8252,0.5925,0.8403,0.3297,0.4807,0.96,0.0702,Poecilostomatoida
0.4141320642932957,0.1347,0.0916,0.0769,0.016,0.012,0.292,3.4744,1.0368,0.7512,0.451,0.3801,0.1402,1.0626,0.0123,Gymnoplea
0.2585441472913205,0.0525,0.2346,0.2396,0.016,0.012,0.82,1.0392,0.2539,0.3386,0.2923,0.2287,0.6109,0.3466,0.0123,other
