ECD,Area,Mean,StdDev,Mode,Min,Max,Perim.,Width,Height,Major,Minor,Circ.,Feret,IntDen,Class
0.9341044160087281,0.6853,0.2375,0.2015,0.016,0.012,0.676,7.1895,1.3648,2.243,1.2752,0.6842,0.1666,2.3021,0.1627,Gymnoplea
0.9173937753603643,0.661,0.3415,0.2994,0.02,0.012,0.864,8.2899,1.3437,1.2484,0.9531,0.883,0.1209,1.4025,0.2257,Eggs
0.29554057719513266,0.0686,0.0352,0.013,0.032,0.016,0.084,1.2523,0.402,0.328,0.376,0.2323,0.5498,0.4449,0.0024,shadow patches
0.7913148602805037,0.4918,0.1829,0.1613,0.016,0.012,0.652,7.5554,1.8938,1.2802,0.8682,0.7213,0.1083,1.9527,0.0899,Gymnoplea
0.21938198374294354,0.0378,0.0703,0.0479,0.016,0.016,0.196,1.1672,0.3809,0.3174,0.3992,0.1207,0.349,0.4677,0.0027,fibers and scratches
1.113327758029809,0.9735,0.3995,0.2824,0.02,0.012,0.844,4.6637,1.3754,1.4071,1.7142,0.7231,0.5625,1.8568,0.3889,Gymnoplea
0.2698690459442344,0.0572,0.0523,0.0288,0.024,0.012,0.144,2.3644,1.0157,0.402,0.7789,0.0935,0.1286,1.0885,0.003,fibers and scratches
2.3363444207209936,4.2871,0.688,0.3281,1.02,0.012,1.02,9.8636,3.1105,2.4228,2.8742,1.8991,0.5537,3.2016,2.9494,Cavolinia
0.4320380969986037,0.1466,0.0368,0.0145,0.02,0.012,0.076,1.5723,0.5184,0.4338,0.5167,0.3613,0.7454,0.529,0.0054,shadow patches
0.35966809386584814,0.1016,0.0283,0.0089,0.02,0.012,0.048,1.2508,0.4232,0.3386,0.427,0.3031,0.8163,0.445,0.0029,shadow patches
1.6309275682586977,2.0891,0.311,0.2675,0.016,0.012,0.932,16.909,2.9941,3.2798,1.989,1.3373,0.0918,3.3018,0.6497,Gymnoplea
0.20248040236149334,0.0322,0.0333,0.016,0.016,0.016,0.088,1.5836,0.3068,0.656,0.6522,0.0629,0.1615,0.7034,0.0011,fibers and scratches
0.91774068169734635,0.6615,0.3238,0.2737,0.02,0.012,0.832,6.8165,1.1638,1.4918,1.3293,0.6336,0.1789,1.5976,0.2142,Gymnoplea
1.099807968464679,0.95,0.2879,0.2258,0.016,0.012,0.684,4.7983,1.1955,1.5658,1.6625,0.7276,0.5185,1.7691,0.2735,Gymnoplea
1.616420387693445,2.0521,0.31,0.2454,0.016,0.012,0.848,11.2867,2.6027,1.8938,2.3792,1.0982,0.2024,3.1636,0.6362,Gymnoplea
0.25879026267050614,0.0526,0.0489,0.0249,0.02,0.012,0.112,1.9087,0.4973,0.6454,0.5418,0.1236,0.1815,0.7935,0.0026,fibers and scratches
2.277509732426314,4.0739,0.3942,0.3488,1.02,0.012,1.02,25.2152,3.5549,5.0255,3.6116,1.4362,0.0805,5.3395,1.6059,Gymnoplea
1.9248706645328988,2.91,0.3701,0.2753,0.02,0.012,0.92,13.9254,3.4173,1.9361,2.9189,1.2694,0.1886,3.4343,1.0769,multiple
0.27408234736913395,0.059,0.0524,0.0276,0.02,0.016,0.12,1.8159,0.2433,0.8041,0.8794,0.0854,0.2248,0.8315,0.0031,fibers and scratches
1.4529388029682804,1.658,0.6847,0.3379,1.02,0.012,1.02,5.8057,1.1532,2.1901,2.128,0.992,0.6181,2.2306,1.1352,seston and badfocus
0.9668570079099372,0.7342,0.3582,0.2832,0.02,0.012,1.02,4.5952,1.5553,0.6983,1.4865,0.6288,0.4369,1.5873,0.263,Gymnoplea
1.0645705795149367,0.8901,0.3429,0.254,0.016,0.012,0.816,6.2338,0.8464,1.8409,1.7317,0.6545,0.2878,1.8434,0.3052,Gymnoplea
1.0523005426474754,0.8697,0.3058,0.2855,0.02,0.012,0.98,8.9058,1.3119,1.3013,1.1473,0.9653,0.1378,1.3821,0.2659,Eggs
0.26342276892490973,0.0545,0.0689,0.0502,0.02,0.016,0.304,1.7792,0.3491,0.73,0.6803,0.102,0.2164,0.7839,0.0038,fibers and scratches
1.5849209121618664,1.9729,0.3069,0.2402,0.016,0.012,0.812,10.6239,2.7614,2.2112,2.5033,1.0035,0.2197,2.9925,0.6056,Gymnoplea
0.29207370559031143,0.067,0.0622,0.0438,0.02,0.012,0.188,2.1797,0.2433,0.9628,0.7682,0.1111,0.1773,0.9758,0.0042,fibers and scratches
1.6281928804945323,2.0821,0.3623,0.2533,0.016,0.012,0.824,8.9815,3.0365,1.2061,2.7839,0.9523,0.3244,3.0471,0.7543,Gymnoplea
1.077410085777485,0.9117,0.3663,0.2634,0.016,0.012,1.02,5.4885,0.9099,1.8303,1.7179,0.6757,0.3803,1.8542,0.3339,Gymnoplea
0.5113935886268056,0.2054,0.0674,0.058,0.024,0.012,0.256,2.8304,0.4655,0.9945,0.8553,0.3058,0.3222,1.0126,0.0138,seston and badfocus
0.22226491926465658,0.0388,0.0824,0.0545,0.024,0.012,0.216,1.0279,0.328,0.2433,0.2877,0.1719,0.462,0.3415,0.0032,fibers and scratches
1.8982275710779546,2.83,0.4438,0.3829,1.02,0.012,1.02,13.6231,4.1897,1.8409,3.0707,1.1734,0.1916,4.2807,1.2561,Gymnoplea
1.1165253415172438,0.9791,0.4387,0.2359,0.016,0.012,0.808,5.0287,1.0368,1.8621,1.6374,0.7614,0.4865,1.8793,0.4296,Cavolinia
1.103737104750313,0.9568,0.4384,0.3371,1.02,0.012,1.02,6.0701,1.9467,0.8464,1.7119,0.7116,0.3263,1.9532,0.4195,Gymnoplea
1.6290528484648676,2.0843,0.3138,0.2484,0.02,0.012,0.856,13.3763,2.6027,1.8621,2.6763,0.9916,0.1464,2.8216,0.6541,Gymnoplea
1.173622826761008,1.0818,0.5008,0.4012,1.02,0.012,1.02,6.4222,1.915,1.3437,1.8215,0.7562,0.3296,2.2464,0.5418,Gymnoplea
0.7255925521585719,0.4135,0.1948,0.1333,0.02,0.012,0.568,4.0408,0.8887,1.2484,1.1062,0.4759,0.3182,1.3225,0.0805,Gymnoplea
0.2717496892263898,0.058,0.0267,0.0101,0.024,0.012,0.076,1.4417,0.3174,0.3809,0.3425,0.2155,0.3506,0.4285,0.0015,background noise
0.3890863424344407,0.1189,0.2038,0.1885,0.02,0.012,0.76,2.1135,0.6665,0.6348,0.6727,0.225,0.3344,0.838,0.0242,Cyclopoida
0.6285588522416347,0.3103,0.293,0.2347,0.016,0.012,0.74,2.6564,0.6136,0.9839,0.9967,0.3964,0.5526,1.0377,0.0909,Gymnoplea
0.21349935761383176,0.0358,0.1033,0.0811,0.02,0.012,0.316,1.0944,0.402,0.328,0.5143,0.0887,0.3758,0.5122,0.0037,fibers and scratches
1.1212478434634778,0.98740000000000006,0.4213,0.309,0.016,0.012,0.984,5.8057,1.1744,1.8092,1.8282,0.6877,0.3681,1.9509,0.416,Gymnoplea
0.21140176919837783,0.0351,0.0715,0.0483,0.02,0.016,0.204,0.9984,0.3068,0.3597,0.4839,0.0925,0.4431,0.4593,0.0025,fibers and scratches
0.8637077337041343,0.5859,0.2506,0.2084,0.016,0.012,0.852,5.1089,0.931,1.3119,1.314,0.5677,0.2821,1.3966,0.1468,Gymnoplea
0.824798089687408,0.5343,0.3804,0.3075,0.016,0.012,1.02,4.3114,0.6454,1.3437,1.2531,0.5428,0.3612,1.3694,0.2032,Gymnoplea
0.38810338589372,0.1183,0.0252,0.006,0.024,0.012,0.04,1.4851,0.5078,0.3809,0.5529,0.2724,0.6741,0.5586,0.003,shadow patches
0.37047971998808593,0.10780000000000001,0.068,0.0432,0.02,0.012,0.224,2.29,0.5184,0.5713,0.4175,0.3288,0.2583,0.5776,0.0073,fibers and scratches
0.2733846397952051,0.0587,0.0591,0.0385,0.016,0.012,0.196,2.0389,0.2539,0.9099,0.7909,0.0944,0.1773,0.9318,0.0035,fibers and scratches
1.0076748170547343,0.7975,0.2672,0.2589,0.016,0.012,0.832,11.1429,3.0788,1.8198,1.0566,0.961,0.0807,3.2803,0.2131,Gymnoplea
0.3145325303143097,0.0777,0.1061,0.0766,0.016,0.016,0.296,2.0603,0.6031,0.7618,0.9901,0.0999,0.23,0.9586,0.0082,fibers and scratches
0.8711934874737244,0.5961,0.3462,0.2703,0.016,0.012,0.84,4.6752,1.587,0.6983,1.4458,0.5249,0.3427,1.5876,0.2064,Gymnoplea
0.8433454865528491,0.5586,0.2061,0.1558,0.016,0.012,0.588,5.0633,1.3331,0.7406,1.2969,0.5484,0.2738,1.3924,0.1151,Gymnoplea
0.9577273975548634,0.7204,0.2378,0.171,0.016,0.012,0.9,5.2897,1.6187,0.8887,1.3714,0.6689,0.3235,1.7223,0.1713,Gymnoplea
0.72708256682033,0.4152,0.2278,0.1989,0.016,0.008,0.66,6.2572,1.4706,1.46,0.7896,0.6695,0.1333,1.9902,0.0946,Gymnoplea
0.8521317458952362,0.5703,0.2655,0.2265,0.016,0.012,0.72,7.9397,1.4918,1.6822,1.0181,0.7132,0.1137,2.1401,0.1514,Gymnoplea
0.8431189938707593,0.5583,0.2731,0.2319,0.016,0.008,0.904,6.2943,1.1532,0.9839,1.0783,0.6593,0.1771,1.262,0.1525,Gymnoplea
0.61483723116925,0.2969,0.254,0.1886,0.016,0.012,0.636,3.4582,0.8781,0.73,0.9668,0.391,0.3119,1.0813,0.0754,Gymnoplea
0.6848806087782263,0.3684,0.2162,0.1477,0.016,0.012,0.6,3.1735,1.058,0.6665,0.969,0.4841,0.4597,1.1395,0.0796,Gymnoplea
